GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS1408469183	2022-04-29 18:06:00.969232	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-29	16:42:00	obsr665305	S108409715	Stationary	P21	EBIRD	9			1	1		0	1	0		Four or five White-winged Doves flushed from tree as Cooper’s Hawk flew in.  He chased one but gave up quickly.		
URN:CornellLabOfOrnithology:EBIRD:OBS1393879176	2022-04-16 11:49:24.518411	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8169 Grayson Grove, Montgomery US-AL (32.3310,-86.1544)	L10927216	P	32.3310190	-86.1544470	2022-04-16	10:30:00	obsr234761	S107187888	Stationary	P21	EBIRD	11			1	0		0	1	0		Rainy. Windy. 62.		
URN:CornellLabOfOrnithology:EBIRD:OBS1401854259	2022-04-23 22:11:46.383377	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Old Pike Rd, Montgomery County AL	L18656953	P	32.3104090	-86.1010110	2022-04-23	17:19:00	obsr527452	S107858673	Traveling	P22	EBIRD	6	9.740		4	1	G8230647	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401529662	2022-04-23 17:28:12.613702	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-22	16:15:00	obsr940190	S107831542	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380765124	2022-04-02 12:10:54.265522	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-02	11:05:00	obsr665305	S106089389	Stationary	P21	EBIRD	6			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406520255	2022-04-27 20:10:10.511528	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-27	18:10:00	obsr940190	S108248916	Stationary	P21	EBIRD	40			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397444649	2022-04-19 17:04:07.124575	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-19	15:52:00	obsr665305	S107488904	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. Feeders empty, dogs in neighboring yard.		
URN:CornellLabOfOrnithology:EBIRD:OBS1409866378	2022-04-30 18:31:42.736027	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Alabama State Capitol	L848141	H	32.3776600	-86.3006008	2022-04-30	17:20:00	obsr2924244	S108529082	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1403311316	2022-04-24 21:39:53.403195	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-24	18:50:00	obsr940190	S107981447	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391493639	2022-04-13 22:26:36.854585	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			503 Cloverdale Rd, Montgomery US-AL 32.35828, -86.29817	L18496503	P	32.3582820	-86.2981740	2022-04-13	13:44:00	obsr456189	S106988712	Traveling	P22	EBIRD	19	0.290		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984403	2022-04-13 12:12:35.045825	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390487490	2022-04-12 20:06:51.609684	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-12	18:56:00	obsr665305	S106905204	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380640099	2022-04-02 10:20:37.70345	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-02	09:08:00	obsr665305	S106077198	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 55 degrees overcast.		
URN:CornellLabOfOrnithology:EBIRD:OBS1385180936	2022-04-07 10:40:48.119297	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-07	09:30:00	obsr665305	S106458097	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 63 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1406112977	2022-04-27 13:04:04.46941	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-27	09:00:00	obsr940190	S108212436	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1404407879	2022-04-25 20:19:56.762631	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-25	16:05:00	obsr940190	S108071900	Stationary	P21	EBIRD	45			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1384495768	2022-04-06 12:19:22.815401	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-06	11:04:00	obsr665305	S106400655	Stationary	P21	EBIRD	12			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380997473	2022-04-02 15:23:07.048394	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			400 North Perry Street, Montgomery, Alabama, US (32.383, -86.308)	L18343673	P	32.3826710	-86.3078737	2022-04-02	13:58:00	obsr979173	S106109842	Traveling	P22	EBIRD	21	0.274		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402841343	2022-04-24 15:47:55.738358	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-24	14:26:00	obsr665305	S107940567	Stationary	P21	EBIRD	11			1	1		0	1	0		Back yard. Feeders empty.		
URN:CornellLabOfOrnithology:EBIRD:OBS1393192251	2022-04-15 17:45:16.068799	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1812 Brookstone Dr, Montgomery US-AL 32.34905, -86.16891	L18522272	P	32.3490530	-86.1689100	2022-04-15	16:31:00	obsr234761	S107130502	Stationary	P21	EBIRD	10			1	1		0	1	0		Sunny. Light breeze. 83.		
URN:CornellLabOfOrnithology:EBIRD:OBS1392227685	2022-04-14 18:53:17.054506	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Sellers	L18506936	P	32.3524490	-86.2841840	2022-04-14	17:38:00	obsr2929208	S107050589	Stationary	P21	EBIRD	14			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1414367169	2022-05-04 09:36:46.497881	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Ramer, Alabama, US (32.106, -86.025)	L18839420	P	32.1057265	-86.0246692	2022-04-28	06:17:00	obsr1095129	S108900410	Traveling	P22	EBIRD	35	0.306		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1395223927	2022-04-17 13:10:49.207554	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8169 Grayson Grove, Montgomery US-AL (32.3310,-86.1544)	L10927216	P	32.3310190	-86.1544470	2022-04-17	11:10:00	obsr234761	S107300659	Stationary	P21	EBIRD	15			1	1		0	1	0		Cloudy. Breezy. 66.		
URN:CornellLabOfOrnithology:EBIRD:OBS1388026258	2022-04-10 11:05:35.339505	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-10	09:54:00	obsr665305	S106696668	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 63 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1391696795	2022-04-14 08:28:32.486833	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-14	07:18:00	obsr665305	S107003336	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 63 degrees cloudy.		
URN:CornellLabOfOrnithology:EBIRD:OBS1418574200	2022-05-07 15:53:22.614043	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hampstead bridge	L17755399	P	32.3093830	-86.1814320	2022-04-04	17:24:00	obsr1060942	S109243061	Traveling	P22	EBIRD	40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398632901	2022-04-20 23:11:17.131702	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-20	18:35:00	obsr940190	S107588084	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1410438773	2022-05-01 09:12:50.910422	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-30	17:35:00	obsr940190	S108576299	Stationary	P21	EBIRD	55			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406881799	2022-04-28 09:24:30.219948	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-28	08:14:00	obsr665305	S108276151	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 59 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1391724350	2022-04-14 08:57:15.638954	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-14	07:44:00	obsr665305	S107005301	Stationary	P21	EBIRD	8			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1396811404	2022-04-18 23:57:02.105155	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-18	18:06:00	obsr665305	S107438592	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch.		
URN:CornellLabOfOrnithology:EBIRD:OBS1399866643	2022-04-22 10:14:05.500166	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405888541	2022-04-27 09:56:51.926626	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-27	08:42:00	obsr665305	S108193552	Stationary	P21	EBIRD	14			1	1		0	1	0		Sun porch. 57 degrees sunny.		
URN:CornellLabOfOrnithology:EBIRD:OBS1386926687	2022-04-09 11:10:48.290568	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-09	09:44:00	obsr665305	S106604211	Stationary	P21	EBIRD	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1386440287	2022-04-08 19:20:35.158644	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2022-04-08	17:14:00	obsr665305	S106563819	Stationary	P21	EBIRD	9			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402919680	2022-04-24 16:41:27.623903	27176	species	avibase-7EFF698D	Northern Mockingbird	Mimus polyglottos				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Backyard	L9481690	P	32.3695524	-86.2294713	2022-04-24	14:33:00	obsr405141	S107947361	Stationary	P21	EBIRD	66			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406077908	2022-04-27 12:30:42.078007	32955	species	avibase-41062654	Northern Parula	Setophaga americana				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	17:00:00	obsr106380	S108209563	Traveling	P22	EBIRD	60	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1407322581	2022-04-28 16:33:05.364315	32955	species	avibase-41062654	Northern Parula	Setophaga americana				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-13	11:41:00	obsr456189	S108312967	Traveling	P22	EBIRD	61	4.380		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1405211508	2022-04-26 15:48:08.247162	32955	species	avibase-41062654	Northern Parula	Setophaga americana				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-26	12:00:00	obsr106380	S108137398	Traveling	P22	EBIRD	90	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1406468046	2022-04-27 19:01:11.282831	32955	species	avibase-41062654	Northern Parula	Setophaga americana				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Gunter Hill Park	L2612930	H	32.3582845	-86.4544322	2022-04-27	08:45:00	obsr106380	S108243079	Traveling	P22	EBIRD	556	1.609		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1397904050	2022-04-20 08:47:21.023899	443	species	avibase-ED4CE8E7	Northern Shoveler	Spatula clypeata				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8816 Green Chase Dr, Montgomery US-AL 32.37650, -86.14337	L18530832	P	32.3764970	-86.1433680	2022-04-20	07:46:00	obsr2252522	S107525134	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1408495346	2022-04-29 18:30:39.495529	32850	species	avibase-709AF716	Northern Waterthrush	Parkesia noveboracensis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			B	L17937964	P	32.1761960	-86.3521210	2022-04-29	16:05:00	obsr2929208	S108412716	Traveling	P22	EBIRD	84	1.305		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390888937	2022-04-13 10:51:16.665383	23172	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park Golf course	L18487837	P	32.4011830	-86.2227080	2022-04-13	08:24:00	obsr456189	S106937170	Traveling	P22	EBIRD	83	1.232		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387155373	2022-04-09 14:05:57.835199	23172	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-09	13:02:00	obsr1193197	S106623991	Stationary	P21	EBIRD	3			1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381711311	2022-04-03 10:26:26.90326	23172	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	08:35:00	obsr186678	S106168318	Traveling	P22	EBIRD	42	1.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399866632	2022-04-22 10:14:05.482386	23172	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387000455	2022-04-09 12:09:15.181126	23172	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Blount Cultural Park, Montgomery US-AL 32.35075, -86.21177	L18237006	P	32.3507460	-86.2117730	2022-04-09	09:08:00	obsr1060942	S106610711	Traveling	P22	EBIRD	120	1.961		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1390984411	2022-04-13 12:12:35.054502	23172	species	avibase-2C1981BB	Northern Rough-winged Swallow	Stelgidopteryx serripennis				9					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Lagoon Park	L2612971	H	32.4151632	-86.2256974	2022-04-13	10:15:00	obsr456189	S106944059	Traveling	P22	EBIRD	54	1.238		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1391472812	2022-04-13 22:04:58.658562	32578	species	avibase-000482C9	Orchard Oriole	Icterus spurius				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-13	17:00:00	obsr658500	S106987745	Traveling	P22	EBIRD	30	0.322		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399866630	2022-04-22 10:14:05.48013	32578	species	avibase-000482C9	Orchard Oriole	Icterus spurius				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381711313	2022-04-03 10:26:26.90326	32870	species	avibase-FFF61080	Orange-crowned Warbler	Leiothlypis celata				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	08:35:00	obsr186678	S106168318	Traveling	P22	EBIRD	42	1.500		1	1		0	1	0			With orange crown!!!	
URN:CornellLabOfOrnithology:EBIRD:OBS1381733613	2022-04-03 10:46:04.463613	32870	species	avibase-FFF61080	Orange-crowned Warbler	Leiothlypis celata				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	09:38:00	obsr186678	S106170661	Stationary	P21	EBIRD	8			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1380248610	2022-04-01 19:30:36.695681	32870	species	avibase-FFF61080	Orange-crowned Warbler	Leiothlypis celata				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-01	17:34:00	obsr186678	S106046064	Traveling	P22	EBIRD	45	3.663		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1387000447	2022-04-09 12:09:15.164694	7429	species	avibase-1327AC55	Osprey	Pandion haliaetus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Blount Cultural Park, Montgomery US-AL 32.35075, -86.21177	L18237006	P	32.3507460	-86.2117730	2022-04-09	09:08:00	obsr1060942	S106610711	Traveling	P22	EBIRD	120	1.961		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1399866655	2022-04-22 10:14:05.536002	33029	species	avibase-4AAEF549	Palm Warbler	Setophaga palmarum				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2022-04-22	09:02:00	obsr143232	S107688398	Traveling	P22	EBIRD	11	0.572		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1398632899	2022-04-20 23:11:17.12582	33029	species	avibase-4AAEF549	Palm Warbler	Setophaga palmarum				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2022-04-20	18:35:00	obsr940190	S107588084	Stationary	P21	EBIRD	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402674633	2022-04-24 13:52:25.404257	33029	species	avibase-4AAEF549	Palm Warbler	Setophaga palmarum				3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2022-04-23	08:30:00	obsr658500	S107924718	Stationary	P21	EBIRD	30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1381711314	2022-04-03 10:26:26.90326	33030	issf	avibase-BFE4314B	Palm Warbler	Setophaga palmarum	Palm Warbler (Western)	Setophaga palmarum palmarum		1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-03	08:35:00	obsr186678	S106168318	Traveling	P22	EBIRD	42	1.500		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401681215	2022-04-23 19:14:44.997364	33030	issf	avibase-BFE4314B	Palm Warbler	Setophaga palmarum	Palm Warbler (Western)	Setophaga palmarum palmarum		1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-23	12:11:00	obsr149533	S107843743	Traveling	P22	EBIRD	100	2.500		2	1	G8229322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401374895	2022-04-23 19:14:44.997364	33030	issf	avibase-BFE4314B	Palm Warbler	Setophaga palmarum	Palm Warbler (Western)	Setophaga palmarum palmarum		1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-23	12:11:00	obsr186678	S107815811	Traveling	P22	EBIRD	100	2.500		2	1	G8229322	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1402420916	2022-04-24 11:30:16.472807	33030	issf	avibase-BFE4314B	Palm Warbler	Setophaga palmarum	Palm Warbler (Western)	Setophaga palmarum palmarum		2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			AUM pond	L18665449	P	32.3722870	-86.1760460	2022-04-24	10:18:00	obsr186678	S107903846	Traveling	P22	EBIRD	11	0.520		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1392117832	2022-04-14 16:27:44.553075	1785	species	avibase-9A8E55D0	Pied-billed Grebe	Podilymbus podiceps				2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Two small lakes at back of The Waters property 36064, Pike Road US-AL (32.3518,-86.0183)	L18072666	P	32.3518440	-86.0183140	2022-04-14	15:14:00	obsr665305	S107039872	Traveling	P22	EBIRD	14	0.638		1	1		0	1	0			Dark back, white butt, pale bill with darker ring.	
URN:CornellLabOfOrnithology:EBIRD:OBS1398571079	2022-04-20 21:27:18.377904	11237	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			home - back yard	L8643237	P	32.0492756	-86.2220963	2022-04-19	09:08:00	obsr688433	S107583088	Stationary	P21	EBIRD	180			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1403179261	2022-04-24 19:47:47.28815	11237	species	avibase-00635FF9	Pileated Woodpecker	Dryocopus pileatus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			U.S. Hwy 231 between Montgomery and Pike County Line	L18678110	P	32.0672807	-86.0581503	2022-04-24	10:02:00	obsr345656	S107970752	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1401374882	2022-04-23 19:14:44.997364	33034	species	avibase-6283E61E	Pine Warbler	Setophaga pinus				1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2022-04-23	12:11:00	obsr186678	S107815811	Traveling	P22	EBIRD	100	2.500		2	1	G8229322	0	1	0				
